1659518794.915506 2022-08-03 11:26:34,915 MainProcess-221120 MainThread-140308941870912 synthetic_client:27 <module> INFO: SYNTHETIC init_client
1659518802.296728 2022-08-03 11:26:42,296 MainProcess-221120 FuncX-Submit-Thread-140308912277248 globus_sdk.transport.retry:138 should_retry DEBUG: ran retry check (default_check_request_exception) => RetryCheckResult.no_decision
1659518802.296831 2022-08-03 11:26:42,296 MainProcess-221120 FuncX-Submit-Thread-140308912277248 globus_sdk.transport.retry:138 should_retry DEBUG: ran retry check (default_check_retry_after_header) => RetryCheckResult.no_decision
1659518802.296952 2022-08-03 11:26:42,296 MainProcess-221120 FuncX-Submit-Thread-140308912277248 globus_sdk.transport.retry:138 should_retry DEBUG: ran retry check (default_check_transient_error) => RetryCheckResult.no_decision
1659518802.297035 2022-08-03 11:26:42,297 MainProcess-221120 FuncX-Submit-Thread-140308912277248 globus_sdk.transport.requests:340 request INFO: request done (success)
1659518802.297154 2022-08-03 11:26:42,297 MainProcess-221120 FuncX-Submit-Thread-140308912277248 globus_sdk.client:303 request DEBUG: request made to URL: https://api.dev.funcx.org/v2/submit
1659518802.297323 2022-08-03 11:26:42,297 MainProcess-221120 FuncX-Submit-Thread-140308912277248 globus_sdk.client:306 request DEBUG: request completed with response code: 200
1659518802.297880 2022-08-03 11:26:42,297 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:275 _submit_tasks DEBUG: Batch submitted to task_group: 99340f18-7a58-4f85-bea5-915ba16a3ea9
1659518802.299022 2022-08-03 11:26:42,299 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:257 _submit_task_kernel INFO: Submitting 100 tasks to funcX
1659518802.299731 2022-08-03 11:26:42,299 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=500, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.300187 2022-08-03 11:26:42,300 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=501, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.300512 2022-08-03 11:26:42,300 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=502, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.300790 2022-08-03 11:26:42,300 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=503, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.301158 2022-08-03 11:26:42,301 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=504, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.301448 2022-08-03 11:26:42,301 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=505, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.301706 2022-08-03 11:26:42,301 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=506, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.301957 2022-08-03 11:26:42,301 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=507, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.302210 2022-08-03 11:26:42,302 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=508, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.302487 2022-08-03 11:26:42,302 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=509, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.302932 2022-08-03 11:26:42,302 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=510, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.303231 2022-08-03 11:26:42,303 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=511, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.303500 2022-08-03 11:26:42,303 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=512, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.303731 2022-08-03 11:26:42,303 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=513, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.303953 2022-08-03 11:26:42,303 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=514, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.304173 2022-08-03 11:26:42,304 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=515, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.304395 2022-08-03 11:26:42,304 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=516, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.304617 2022-08-03 11:26:42,304 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=517, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.304838 2022-08-03 11:26:42,304 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=518, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.305228 2022-08-03 11:26:42,305 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=519, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.305464 2022-08-03 11:26:42,305 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=520, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.305686 2022-08-03 11:26:42,305 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=521, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.306000 2022-08-03 11:26:42,305 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=522, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.306382 2022-08-03 11:26:42,306 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=523, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.306627 2022-08-03 11:26:42,306 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=524, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.306888 2022-08-03 11:26:42,306 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=525, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.307114 2022-08-03 11:26:42,307 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=526, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.307359 2022-08-03 11:26:42,307 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=527, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.307676 2022-08-03 11:26:42,307 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=528, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.308001 2022-08-03 11:26:42,308 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=529, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.308239 2022-08-03 11:26:42,308 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=530, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.308471 2022-08-03 11:26:42,308 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=531, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.308803 2022-08-03 11:26:42,308 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=532, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.309073 2022-08-03 11:26:42,309 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=533, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.309297 2022-08-03 11:26:42,309 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=534, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.309536 2022-08-03 11:26:42,309 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=535, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.309757 2022-08-03 11:26:42,309 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=536, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.309973 2022-08-03 11:26:42,309 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=537, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.310187 2022-08-03 11:26:42,310 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=538, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.310403 2022-08-03 11:26:42,310 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=539, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.310618 2022-08-03 11:26:42,310 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=540, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.310990 2022-08-03 11:26:42,310 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=541, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.311261 2022-08-03 11:26:42,311 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=542, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.311535 2022-08-03 11:26:42,311 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=543, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.311764 2022-08-03 11:26:42,311 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=544, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.311983 2022-08-03 11:26:42,311 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=545, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.312205 2022-08-03 11:26:42,312 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=546, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.312448 2022-08-03 11:26:42,312 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=547, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.312783 2022-08-03 11:26:42,312 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=548, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.313052 2022-08-03 11:26:42,313 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=549, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.313337 2022-08-03 11:26:42,313 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=550, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.313519 2022-08-03 11:26:42,313 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=551, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.313761 2022-08-03 11:26:42,313 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=552, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.313925 2022-08-03 11:26:42,313 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=553, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.314071 2022-08-03 11:26:42,314 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=554, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.314240 2022-08-03 11:26:42,314 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=555, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.314447 2022-08-03 11:26:42,314 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=556, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.314603 2022-08-03 11:26:42,314 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=557, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.314748 2022-08-03 11:26:42,314 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=558, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.314920 2022-08-03 11:26:42,314 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=559, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.315139 2022-08-03 11:26:42,315 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=560, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.315367 2022-08-03 11:26:42,315 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=561, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.315528 2022-08-03 11:26:42,315 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=562, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.315672 2022-08-03 11:26:42,315 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=563, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.315815 2022-08-03 11:26:42,315 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=564, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.315957 2022-08-03 11:26:42,315 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=565, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.316179 2022-08-03 11:26:42,316 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=566, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.316347 2022-08-03 11:26:42,316 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=567, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.316492 2022-08-03 11:26:42,316 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=568, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.316634 2022-08-03 11:26:42,316 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=569, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.316812 2022-08-03 11:26:42,316 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=570, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
